url,city,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,lat,long
https://charleston.craigslist.org/cto/d/2015-hyundai-sonata-in-great/6709264558.html,charleston,12700,2015,hyundai,sonata,excellent,"4 cylinders",gas,56697,clean,automatic,,fwd,mid-size,sedan,white,https://images.craigslist.org/00z0z_5pAmzw7CHd6_600x450.jpg,33.451209,-79.122849
https://charleston.craigslist.org/cto/d/06-bmw-z4/6718631118.html,charleston,10200,2006,bmw,z4,excellent,"6 cylinders",gas,104150,lien,manual,,rwd,compact,convertible,blue,https://images.craigslist.org/00N0N_6v3FTutZpSD_600x450.jpg,32.8215,-80.0568
https://charleston.craigslist.org/cto/d/2009-saturn-outlook-xemiles/6713936041.html,charleston,6995,2009,saturn,"outlook xe..",excellent,"6 cylinders",gas,97051,clean,automatic,5GZEV13D59J134116,fwd,full-size,SUV,brown,https://images.craigslist.org/00808_hUt7gVXqbW4_600x450.jpg,33.951833,-84.129696
https://charleston.craigslist.org/cto/d/2012-ford-escape-25-4-cylsun/6713882104.html,charleston,4950,2012,ford,"escape xlt",excellent,"4 cylinders",gas,157200,clean,automatic,1FMCU0D7XCKB26590,fwd,mid-size,SUV,grey,https://images.craigslist.org/01717_bkKjHaXvZTT_600x450.jpg,33.976392,-84.087467
https://charleston.craigslist.org/cto/d/1999-f250-super-duty-power/6718608506.html,charleston,7500,1999,ford,"f 250",,,diesel,,clean,automatic,,,,,,https://images.craigslist.org/00404_bPuj4QO4UGU_600x450.jpg,32.7976,-79.9493
https://charleston.craigslist.org/cto/d/1973-chevy-nova-hatchback/6704253618.html,charleston,5000,1973,chevrolet,nova,,"8 cylinders",gas,,clean,manual,,,,,,https://images.craigslist.org/00K0K_ZO6AwdEgb2_600x450.jpg,32.9515,-81.2586
https://charleston.craigslist.org/cto/d/1981-chevy-z28-camaro/6704248678.html,charleston,7500,1981,chevrolet,"z28 camaro",,"8 cylinders",gas,,clean,automatic,,,,,,https://images.craigslist.org/01313_4As3o7BXL2N_600x450.jpg,32.9515,-81.2586
https://charleston.craigslist.org/cto/d/1971-ford-f100/6704245428.html,charleston,4000,1971,ford,f100,,"8 cylinders",gas,,clean,manual,,,,truck,,https://images.craigslist.org/00000_a6AZ007r0zK_600x450.jpg,32.9515,-81.2586
https://charleston.craigslist.org/cto/d/1971-chevy-nova/6704240227.html,charleston,5000,1971,chevrolet,nova,,"8 cylinders",gas,,clean,automatic,,,,,,https://images.craigslist.org/00s0s_kJ1Tw7BqtoB_600x450.jpg,32.9515,-81.2586
https://charleston.craigslist.org/cto/d/1999-dodge-neon-t-white-coupe/6718583626.html,charleston,2500,1999,dodge,"neon r/t",excellent,"4 cylinders",gas,,clean,manual,,fwd,,,white,https://images.craigslist.org/00g0g_4FQFQFC1XoZ_600x450.jpg,32.804827,-79.843054
https://charleston.craigslist.org/cto/d/2008-toyota-fj-cruiser/6711050141.html,charleston,13500,2008,toyota,"fj cruiser",excellent,"6 cylinders",gas,120000,clean,automatic,,rwd,full-size,SUV,custom,https://images.craigslist.org/00707_2tr6AXDMygf_600x450.jpg,34.187052,-80.285425
https://charleston.craigslist.org/cto/d/98-viper-gts-coupe/6718577097.html,charleston,27500,1998,dodge,"viper gts coupe",,,gas,,salvage,manual,,,,,,https://images.craigslist.org/00N0N_ifDMkWN0uox_600x450.jpg,33.8731,-79.0557
https://charleston.craigslist.org/cto/d/2003-ford-explorer-xlt/6718575129.html,charleston,3000,2003,ford,explorer,,"6 cylinders",gas,,clean,automatic,,rwd,full-size,,grey,https://images.craigslist.org/00k0k_fvzD5Y4Pn8U_600x450.jpg,32.808576,-80.004983
https://charleston.craigslist.org/cto/d/2000-fwd-lariat/6701184399.html,charleston,19500,2000,ford,"f250 lariat super duty",excellent,,diesel,,salvage,automatic,1FTNW21F9YEC50418,4wd,,truck,white,https://images.craigslist.org/00b0b_jtfYX4fAviu_600x450.jpg,33.8731,-79.0557
https://charleston.craigslist.org/cto/d/2005-toyota-sequoia-reliable/6706185153.html,charleston,8500,2005,toyota,sequoia,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00P0P_dnmrJtMYGdr_600x450.jpg,33.65961,-78.973675
https://charleston.craigslist.org/cto/d/1983-mercedes-benz-500sec-rare/6702125298.html,charleston,8500,1983,mercedes-benz,500sec,good,"8 cylinders",gas,,clean,automatic,,,,coupe,,https://images.craigslist.org/00A0A_FoHSWfWQYk_600x450.jpg,33.697179,-78.901062
https://charleston.craigslist.org/cto/d/family-buick-enclave-cxl/6710889600.html,charleston,4100,2012,buick,enclave,,,gas,,clean,automatic,,,,SUV,,https://images.craigslist.org/00c0c_izFl6p6JqiC_600x450.jpg,33.0963,-80.813
https://charleston.craigslist.org/cto/d/2001-chevy-tahoe/6718562976.html,charleston,2500,2001,chevy,tahoe,,,gas,,clean,automatic,,,,truck,,https://images.craigslist.org/00U0U_ka8xHbJIwXW_600x450.jpg,32.9352,-80.0325
https://charleston.craigslist.org/cto/d/2016-silverado-z71-ltz-crew/6707653943.html,charleston,33500,2016,chevrolet,"1500 silverado",excellent,"8 cylinders",gas,88500,clean,automatic,,4wd,,,grey,https://images.craigslist.org/01414_8fZHpPiOe7h_600x450.jpg,32.727814,-79.923477
https://charleston.craigslist.org/cto/d/1972-ltd-brougham/6711168547.html,charleston,2500,1972,ford,ltd,,,gas,,missing,automatic,,,,,,https://images.craigslist.org/00p0p_dYcEMzwKizx_600x450.jpg,32.7105,-80.2744
https://charleston.craigslist.org/cto/d/1997-f150-extended-cab/6718549497.html,charleston,6900,1997,,"1997 F150",excellent,"6 cylinders",gas,172315,clean,automatic,,rwd,full-size,pickup,white,https://images.craigslist.org/00202_7NjKI4GoeSM_600x450.jpg,32.8349,-81.0288
https://charleston.craigslist.org/cto/d/2003-chevrolet/6718545626.html,charleston,5000,2003,chevy,silverado,good,"8 cylinders",gas,200000,clean,automatic,,4wd,full-size,truck,custom,https://images.craigslist.org/00S0S_f28gKBuJveE_600x450.jpg,32.871503,-80.813194
https://charleston.craigslist.org/cto/d/chevy-impala/6718544150.html,charleston,2800,2006,chevy,"",,,gas,,clean,automatic,,,,,,https://images.craigslist.org/01515_ddITFyU0m07_600x450.jpg,32.7105,-80.2744
https://charleston.craigslist.org/cto/d/1991-mazda-rx-7/6696743262.html,charleston,8500,1991,mazda,rx-7,,,gas,158000,clean,manual,,,,,,https://images.craigslist.org/00000_dvKRe6pIZHY_600x450.jpg,,
https://charleston.craigslist.org/cto/d/1999-cheverolet-suburban-4x4/6718539495.html,charleston,8500,1999,chevrolet,suburban,good,"8 cylinders",gas,200000,clean,automatic,,4wd,full-size,SUV,custom,https://images.craigslist.org/00808_hJl2JFYou4D_600x450.jpg,32.9756,-80.1831
https://charleston.craigslist.org/cto/d/svt-cobra/6718538981.html,charleston,1,1997,ford,mustang,,,gas,119000,salvage,manual,,,,,,https://images.craigslist.org/00707_jZ2Bo8dnCz4_600x450.jpg,33.995,-81.0888
https://charleston.craigslist.org/ctd/d/2013-mercedes-ml350/6718539824.html,charleston,26850,2013,mercedes,ml350,,,gas,43000,clean,automatic,,,,,,https://images.craigslist.org/00B0B_eYxwbtycCwj_600x450.jpg,32.718,-79.9537
https://charleston.craigslist.org/cto/d/2014-mustang-gt/6704559678.html,charleston,17500,2014,ford,mustang,,,gas,,salvage,automatic,,,,,,https://images.craigslist.org/00101_245nh3zKfS7_600x450.jpg,33.7389,-78.9996
https://charleston.craigslist.org/cto/d/2013-dodge-dart-5500-or-best/6718533578.html,charleston,5500,2013,,"Doge Dart",good,"4 cylinders",gas,,rebuilt,manual,,fwd,mid-size,other,black,https://images.craigslist.org/00j0j_7ND70ZU5Ucn_600x450.jpg,32.7993,-80.006
https://charleston.craigslist.org/cto/d/1997-4x4-f150-shortbed/6708536917.html,charleston,1800,1997,ford,e150,good,,gas,,clean,automatic,,4wd,full-size,truck,custom,https://images.craigslist.org/01414_4TOU6dHMJvK_600x450.jpg,33.3589,-82.0099
https://charleston.craigslist.org/cto/d/2005-chrysler-pacifica-for/6718528405.html,charleston,1,2005,chrysler,"pacifica awd",,,gas,,"parts only",automatic,,,,,,https://images.craigslist.org/00E0E_ez27VSR4cue_600x450.jpg,32.9352,-80.0325
https://charleston.craigslist.org/cto/d/2007-chevrolet-tahoe-ltz-4x4/6693224731.html,charleston,9900,2007,chevrolet,tahoe,,,gas,192000,clean,automatic,,,,,,https://images.craigslist.org/01111_f67UotnM2iM_600x450.jpg,33.1971,-80.0233
https://charleston.craigslist.org/cto/d/1971-chevy-caprice/6718527048.html,charleston,20000,1971,chevy,caprice,good,,gas,,clean,automatic,,,,,green,https://images.craigslist.org/00303_cB1QaXdpG2L_600x450.jpg,38.5814,-90.2625
https://charleston.craigslist.org/cto/d/2011-ford-mustang-gt-premium/6718523436.html,charleston,18500,2011,ford,mustang,good,"8 cylinders",gas,93000,clean,manual,,,,coupe,black,https://images.craigslist.org/00e0e_6wTaTeHdZId_600x450.jpg,32.993,-80.1257
https://charleston.craigslist.org/cto/d/wtb-square-body-1980s-truck/6718513290.html,charleston,12345,1980,,"American Made",,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00i0i_bR9TZjG6eRw_600x450.jpg,33.1971,-80.0233
https://charleston.craigslist.org/cto/d/2015-bmw-i8-body-style-coupe/6709368850.html,charleston,45000,2015,bmw,"",,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00u0u_kCixscJsLol_600x450.jpg,32.7976,-79.9493
https://charleston.craigslist.org/cto/d/2000-toyota-tundra-2wd-v8/6718493493.html,charleston,2500,2000,toyota,tundra,fair,"8 cylinders",gas,,clean,automatic,,,mid-size,pickup,grey,https://images.craigslist.org/00n0n_cCIcGlMfjn8_600x450.jpg,32.7105,-80.2744
https://charleston.craigslist.org/cto/d/built-2000-dodge-ram-cummins/6718482671.html,charleston,15000,2000,ram,"",,,diesel,,clean,automatic,,,,,,https://images.craigslist.org/00j0j_9sMyuVZTklO_600x450.jpg,32.853,-79.9913
https://charleston.craigslist.org/cto/d/new-suspension-porscherf19/6718480334.html,charleston,11000,1983,,"porsche 911",excellent,"6 cylinders",gas,,clean,manual,,,,,black,https://images.craigslist.org/00z0z_878KbiaV0xu_600x450.jpg,32.7105,-80.2744
https://charleston.craigslist.org/cto/d/im-selling-2004-honda-pilot/6718473062.html,charleston,3900,2004,honda,pilot,good,"4 cylinders",gas,178000,clean,automatic,,rwd,full-size,SUV,grey,https://images.craigslist.org/00X0X_4WTqToAnqkQ_600x450.jpg,33.028,-80.1739
https://charleston.craigslist.org/cto/d/1998-ford-150/6699336137.html,charleston,2000,1998,ford,150,excellent,,gas,225000,clean,automatic,,,full-size,,,https://images.craigslist.org/00D0D_htUzKJLc9ZQ_600x450.jpg,32.9756,-80.1831
https://charleston.craigslist.org/cto/d/06-ford-expedition-eddie/6718460224.html,charleston,4200,2006,ford,"expedition eddie bauer",,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00202_fjmCMY9smw3_600x450.jpg,32.9612,-80.4794
https://charleston.craigslist.org/cto/d/beautiful-1970-dodge-charger/6718455862.html,charleston,48000,1970,dodge,charger,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00l0l_4awi8lg6pJG_600x450.jpg,34.8946,-80.554
https://charleston.craigslist.org/cto/d/03-tahoe/6711476925.html,charleston,2800,2003,chevy,"tahoe lt",fair,"8 cylinders",gas,,salvage,automatic,,rwd,full-size,SUV,white,https://images.craigslist.org/00f0f_bWeyINo8Ch3_600x450.jpg,33.001933,-80.158997
https://charleston.craigslist.org/cto/d/2014-ford-f150-fx4-ecoboost/6716694442.html,charleston,35500,2014,ford,"f150 fx-4",excellent,"6 cylinders",gas,32000,clean,automatic,,4wd,,truck,blue,https://images.craigslist.org/00q0q_8ukSrbjWTkL_600x450.jpg,32.993,-80.1257
https://charleston.craigslist.org/cto/d/hyundai-tiburon-v6-gt/6718434760.html,charleston,2950,2003,hyundai,"tiburon gt v6",good,"6 cylinders",gas,,clean,manual,,,,coupe,silver,https://images.craigslist.org/00c0c_aFwJYT2AdzF_600x450.jpg,32.8929,-80.0458
https://charleston.craigslist.org/cto/d/mercedes-slk-kompressor/6705491460.html,charleston,3800,1999,mercedes,"clk 320 kompressor",excellent,"4 cylinders",gas,,clean,automatic,,rwd,,convertible,silver,https://images.craigslist.org/01010_fl6BtWecx3j_600x450.jpg,32.9668,-79.8528
https://charleston.craigslist.org/cto/d/2008-chrysler-town-country/6718416626.html,charleston,4750,2008,chrysler,"town & country touring",,,gas,,clean,automatic,,,,van,,https://images.craigslist.org/00D0D_hmIOOOfrR7_600x450.jpg,32.993987,-80.133063
https://charleston.craigslist.org/cto/d/2008-audi-s8/6718413550.html,charleston,15000,2008,audi,s8,good,"10 cylinders",gas,96155,lien,automatic,WAUPN94E28N010065,4wd,full-size,sedan,black,https://images.craigslist.org/00N0N_gy0dECW54Dp_600x450.jpg,32.8674,-79.8049
https://charleston.craigslist.org/cto/d/2002-jeep-wrangler/6718406291.html,charleston,3900,2002,jeep,"wrangler 2dr x",,"6 cylinders",gas,,clean,automatic,,4wd,,,blue,https://images.craigslist.org/00e0e_iQYl9Nv8mSv_600x450.jpg,32.8215,-80.0568
https://charleston.craigslist.org/cto/d/2011-dodge-challenger-t-v8/6718312828.html,charleston,15000,2011,dodge,"challenger r/t",excellent,"8 cylinders",gas,111000,clean,automatic,,rwd,full-size,coupe,blue,https://images.craigslist.org/00S0S_gkqkrBbkjnm_600x450.jpg,33.032081,-80.020938
https://charleston.craigslist.org/cto/d/buick-century-2004/6704137778.html,charleston,3300,2004,buick,century,excellent,"6 cylinders",gas,75000,clean,automatic,2G4WS52J641198659,fwd,mid-size,sedan,brown,https://images.craigslist.org/00r0r_b6mIAKuRhug_600x450.jpg,32.9668,-79.8528
https://charleston.craigslist.org/cto/d/1999-chevy-silverado-53-motor/6707085390.html,charleston,3500,1999,chevy,silverado,good,"8 cylinders",gas,,clean,automatic,,rwd,full-size,pickup,white,https://images.craigslist.org/00f0f_divLu7h4tuJ_600x450.jpg,33.3364,-80.1859
https://charleston.craigslist.org/cto/d/1998-ford-f150-work-truck/6707084616.html,charleston,2400,1998,,"1998 f150 pkp",good,"8 cylinders",gas,,clean,other,,rwd,full-size,truck,,https://images.craigslist.org/00H0H_fKnJFtRyDUa_600x450.jpg,33.3364,-80.1859
https://charleston.craigslist.org/cto/d/60k-mile-2000-tj/6718381528.html,charleston,14500,2000,jeep,"wrangler tj",excellent,"6 cylinders",gas,60000,salvage,automatic,,4wd,full-size,SUV,green,https://images.craigslist.org/01212_f4dQ0Xcwnuv_600x450.jpg,32.7976,-79.9493
https://charleston.craigslist.org/ctd/d/2013-dodge-durango-sxt-pmts/6718381836.html,charleston,12900,2013,dodge,durango,,,gas,110231,clean,automatic,1C4RDHAGXDC698823,fwd,,SUV,,https://images.craigslist.org/00E0E_lLjaicfyP0K_600x450.jpg,32.984045,-80.091583
https://charleston.craigslist.org/cto/d/2006-nissan-titan/6718377803.html,charleston,2500,2006,nissan,titan,fair,"8 cylinders",gas,240721,clean,automatic,,,full-size,truck,white,https://images.craigslist.org/00808_1eKcom0Dkxn_600x450.jpg,32.8215,-80.0568
https://charleston.craigslist.org/cto/d/2005-ford-f150-lb/6711829296.html,charleston,12000,2005,ford,f150,excellent,"6 cylinders",gas,31000,clean,automatic,,rwd,full-size,truck,white,https://images.craigslist.org/00u0u_kzbySknzZ00_600x450.jpg,32.718,-79.9537
https://charleston.craigslist.org/cto/d/low-mileage-kia-like-new/6718364267.html,charleston,8590,2011,kia,"forte ex",excellent,"4 cylinders",gas,31533,clean,automatic,KNAFU4A21B5461166,fwd,compact,sedan,red,https://images.craigslist.org/00202_8NKYAhCtxX9_600x450.jpg,33.028,-80.1739
https://charleston.craigslist.org/ctd/d/2005-ford-f350sd-lariat-pmts/6718367273.html,charleston,16900,2005,ford,f-350,,,diesel,127658,clean,automatic,1FTWW33P75EB93437,4wd,,pickup,black,https://images.craigslist.org/00J0J_hqmQ15Rrl3y_600x450.jpg,32.984045,-80.091583
https://charleston.craigslist.org/ctd/d/2008-ford-expedition-limited/6718367282.html,charleston,12500,2008,ford,expedition,,,gas,138223,clean,automatic,1FMFU19518LA18094,fwd,,SUV,white,https://images.craigslist.org/00T0T_2uL2enx9cNs_600x450.jpg,32.984045,-80.091583
https://charleston.craigslist.org/ctd/d/2007-hummer-h3-base-pmts/6718367245.html,charleston,10900,2007,,"HUMMER H3",,,gas,160427,clean,automatic,5GTDN13E978161578,4wd,,SUV,,https://images.craigslist.org/00505_evDQ4WaHfSI_600x450.jpg,32.984045,-80.091583
https://charleston.craigslist.org/ctd/d/2006-volkswagen-touareg-42/6718367181.html,charleston,7900,2006,volkswagen,touareg,,,gas,84208,clean,automatic,WVGZM77L36D003444,,,SUV,white,https://images.craigslist.org/00y0y_gkJN6mqv3fS_600x450.jpg,32.984045,-80.091583
https://charleston.craigslist.org/ctd/d/2010-honda-civic-automatic/6718358115.html,charleston,7995,2010,honda,civic,,,gas,93794,clean,automatic,2HGFA1F3XAH508229,,,sedan,grey,https://images.craigslist.org/00I0I_6VW2oVAOTYF_600x450.jpg,32.9668,-79.8528
https://charleston.craigslist.org/cto/d/2006-ford-mustang-convertible/6718349011.html,charleston,4600,2006,ford,"mustang convertible",good,"6 cylinders",gas,104000,clean,manual,,,,,,https://images.craigslist.org/00K0K_h0791EJFZUE_600x450.jpg,33.1971,-80.0233
https://charleston.craigslist.org/cto/d/1968-ford-falcon-futura/6718346377.html,charleston,4500,1968,ford,falcon,good,"6 cylinders",gas,35000,clean,automatic,xxxxxxxxxx,rwd,compact,sedan,green,https://images.craigslist.org/00M0M_3VZaVLdW1w4_600x450.jpg,32.78129,-79.860672
https://charleston.craigslist.org/ctd/d/2007-chevrolet-silverado-1500/6718348511.html,charleston,9995,2007,chevrolet,"silverado 1500",,,gas,118335,clean,automatic,1GCEC14C87Z642284,,,truck,white,https://images.craigslist.org/00r0r_6y8O691mEMu_600x450.jpg,32.9668,-79.8528
https://charleston.craigslist.org/cto/d/mechanic-special-2008-toyota/6708881842.html,charleston,2800,2008,toyota,sienna,good,"6 cylinders",gas,,clean,automatic,,,,,,https://images.craigslist.org/01010_ixEws2r5wJ6_600x450.jpg,32.853647,-79.997843
https://charleston.craigslist.org/cto/d/2008-chevrolet-tahoe-lt-brand/6718335353.html,charleston,13990,2008,chevrolet,"tahoe lt",excellent,"6 cylinders",gas,118910,clean,automatic,1GNFC13048R236474,fwd,full-size,SUV,blue,https://images.craigslist.org/00G0G_17ksYMQvJwZ_600x450.jpg,32.739783,-79.916611
https://charleston.craigslist.org/cto/d/1994-dodge-stealth/6718335338.html,charleston,6500,1994,dodge,stealth,good,"6 cylinders",gas,,clean,manual,JB3AM64J6RY031980,fwd,compact,hatchback,green,https://images.craigslist.org/00d0d_fytbZZIW52o_600x450.jpg,33.014987,-80.039712
https://charleston.craigslist.org/cto/d/18-step-van-for-sale/6706122511.html,charleston,11000,1997,,International,good,,diesel,252000,clean,manual,1HTMGABM9VH425070,,,truck,white,https://images.craigslist.org/00o0o_51mP8oOkxNL_600x450.jpg,32.718,-79.9537
https://charleston.craigslist.org/cto/d/2007-dodge-nitro-4x4/6718331657.html,charleston,3900,2007,dodge,nitro,excellent,"6 cylinders",gas,229900,clean,automatic,,4wd,mid-size,SUV,red,https://images.craigslist.org/00p0p_b8feXWlZtOC_600x450.jpg,33.8655,-79.7418
https://charleston.craigslist.org/cto/d/2009-kia-optima-lx-edition/6712394689.html,charleston,3200,2009,kia,"optima lx",good,"4 cylinders",gas,180000,clean,automatic,KNAGE228895300137,fwd,full-size,sedan,black,https://images.craigslist.org/00f0f_6M68eAxR6yD_600x450.jpg,34.166335,-80.90744
https://charleston.craigslist.org/cto/d/2007-limited-hyundai-tucson/6713831906.html,charleston,4900,2007,hyundai,"tucson limited",excellent,"6 cylinders",gas,174400,clean,automatic,,fwd,mid-size,SUV,,https://images.craigslist.org/00R0R_hdpHAjwTAAG_600x450.jpg,33.8655,-79.7418
https://charleston.craigslist.org/cto/d/nissan-quest-2004/6711262237.html,charleston,3000,2004,nissan,"quest 3.5 s",good,"6 cylinders",gas,,salvage,automatic,,fwd,mid-size,mini-van,,https://images.craigslist.org/00w0w_hQuHb5jlPru_600x450.jpg,32.8929,-80.0458
https://charleston.craigslist.org/cto/d/2007-vw-passat-20-turbo/6711294323.html,charleston,4000,2007,volkswagen,passat,excellent,"4 cylinders",gas,150000,clean,automatic,WVWJK73C57P111738,fwd,full-size,sedan,grey,https://images.craigslist.org/00a0a_f4iUVYO6skg_600x450.jpg,34.165766,-80.908127
https://charleston.craigslist.org/cto/d/2001-nissan-altima-gxe/6709154416.html,charleston,2400,2001,nissan,altima,excellent,"4 cylinders",gas,188000,clean,automatic,1N4DL01D01C158838,fwd,mid-size,sedan,white,https://images.craigslist.org/00E0E_3NU7mxKD1PB_600x450.jpg,34.166335,-80.907612
https://charleston.craigslist.org/ctd/d/2005-toyota-highlander-v6-1/6718316128.html,charleston,5995,2005,toyota,highlander,good,"6 cylinders",gas,,clean,automatic,,,,,,https://images.craigslist.org/01515_8BudvfPIumx_600x450.jpg,32.853647,-79.997843
https://charleston.craigslist.org/cto/d/clean2010-honda-civic-si/6718284011.html,charleston,4200,2010,,"Civic Si",excellent,"4 cylinders",gas,,clean,automatic,,fwd,,sedan,,https://images.craigslist.org/00B0B_al7XtLRSCGf_600x450.jpg,32.7795,-79.9371
https://charleston.craigslist.org/cto/d/2000-buick-park-avenue-ultra/6704752442.html,charleston,2700,2000,buick,"park avenue ultra",good,"6 cylinders",gas,85000,clean,automatic,,fwd,full-size,sedan,silver,https://images.craigslist.org/00A0A_2ToW9kMZDiy_600x450.jpg,33.8655,-79.7418
https://charleston.craigslist.org/cto/d/sx-se-bone-stock/6711880370.html,charleston,10000,1998,nissan,240sx,excellent,"4 cylinders",gas,138000,clean,manual,JN1AS44D3WW106454,rwd,compact,coupe,green,https://images.craigslist.org/00202_hiekvHSdZrP_600x450.jpg,32.9756,-80.1831
https://charleston.craigslist.org/cto/d/2006-nissan-frontier-extended/6713307198.html,charleston,7000,2006,nissan,"frontier nismo",excellent,"6 cylinders",gas,169000,clean,automatic,1N6AD06U56C453246,rwd,mid-size,pickup,grey,https://images.craigslist.org/00i0i_1JbCqvVfb2n_600x450.jpg,34.166903,-80.909328
https://charleston.craigslist.org/cto/d/2012-econoline-van-190-good/6718297477.html,charleston,6300,2012,ford,"econoline cargo van",,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00909_dkxS9bC7rBw_600x450.jpg,35.6187,-80.4022
https://charleston.craigslist.org/cto/d/2011-gmc-sierra-crew-cab/6718294003.html,charleston,15000,2011,gmc,"sierra crew cab",excellent,"8 cylinders",gas,151600,clean,automatic,3GTP1UEA5BG150639,rwd,full-size,truck,silver,https://images.craigslist.org/00Q0Q_eJbGDqYFjsU_600x450.jpg,32.2513,-80.8721
https://charleston.craigslist.org/cto/d/2008-cadillac-escalade/6718292318.html,charleston,11500,2008,cadillac,escalade,good,"8 cylinders",gas,116600,clean,automatic,1gyec63818r234358,rwd,full-size,SUV,black,https://images.craigslist.org/00404_7u6DtMMqtJe_600x450.jpg,32.776883,-80.102348
https://charleston.craigslist.org/cto/d/2005-toyota-highlander-trd/6713297432.html,charleston,7000,2005,toyota,highlander,excellent,"4 cylinders",gas,135000,clean,automatic,JTEGD21A150106353,rwd,mid-size,SUV,green,https://images.craigslist.org/00101_1acnqcd3w8y_600x450.jpg,34.165766,-80.907612
https://charleston.craigslist.org/cto/d/1999-ford-f150/6718280678.html,charleston,4000,1999,ford,f150,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00W0W_fqLt1x5uGnc_600x450.jpg,32.722148,-80.072864
https://charleston.craigslist.org/cto/d/trade-for-hot-rod-limited-48/6715579869.html,charleston,26500,2017,harley,"custom street glide",excellent,,gas,,rebuilt,manual,,,,,,https://images.craigslist.org/00202_8lncmdVi0qO_600x450.jpg,35.597248,-80.781097
https://charleston.craigslist.org/ctd/d/2012-nissan-versa/6718283001.html,charleston,7950,2012,nissan,versa,,"4 cylinders",gas,82000,clean,automatic,,fwd,,sedan,,https://images.craigslist.org/00202_juLaU9yxudv_600x450.jpg,33.083875,-80.108291
https://charleston.craigslist.org/ctd/d/2010-jeep-grand-cherokee/6718282408.html,charleston,10450,2010,jeep,"grand cherokee laredo",,"6 cylinders",gas,135000,clean,automatic,,rwd,,SUV,,https://images.craigslist.org/01515_QGUBT3eIVj_600x450.jpg,33.083875,-80.108291
https://charleston.craigslist.org/ctd/d/2003-infiniti-g35/6718281695.html,charleston,7450,2003,infiniti,g35,,"6 cylinders",gas,133000,clean,automatic,,rwd,,,,https://images.craigslist.org/00r0r_53XIs4dubeA_600x450.jpg,33.083875,-80.108291
https://charleston.craigslist.org/ctd/d/1989-international-1954-a/6718280837.html,charleston,8300,1989,,"international dump truck",,,diesel,86000,clean,manual,,,,,,https://images.craigslist.org/00V0V_iyRAw7s2opU_600x450.jpg,33.083875,-80.108291
https://charleston.craigslist.org/ctd/d/2014-chevy-malibu-ls/6718280177.html,charleston,11850,2014,chevrolet,malibu,,"4 cylinders",gas,106000,clean,automatic,,fwd,,sedan,,https://images.craigslist.org/00K0K_1kcntYpeEc7_600x450.jpg,33.083875,-80.108291
https://charleston.craigslist.org/cto/d/1970-chevelle-excellent/6711806182.html,charleston,9500,1970,chevy,chevelle,good,"8 cylinders",gas,96000,clean,automatic,,rwd,full-size,sedan,blue,https://images.craigslist.org/00808_eaWenxHIKsN_600x450.jpg,33.058,-80.0101
https://charleston.craigslist.org/ctd/d/2007-nissan-xterra-off-road/6718279374.html,charleston,6950,2007,nissan,xterra,,"6 cylinders",gas,112000,salvage,automatic,,rwd,,SUV,,https://images.craigslist.org/01313_hBNBn8f5Trc_600x450.jpg,33.083875,-80.108291
https://charleston.craigslist.org/ctd/d/2000-toyota-camry-le-171k/6718273256.html,charleston,2500,2000,toyota,"",good,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00y0y_gxb50N6Gh8X_600x450.jpg,32.853647,-79.997843
https://charleston.craigslist.org/cto/d/2005-toyota-camry-runs-and/6718264905.html,charleston,3200,2005,toyota,"camry le",good,"4 cylinders",gas,136975,clean,automatic,,fwd,full-size,sedan,silver,https://images.craigslist.org/01515_fig3YEhQjqd_600x450.jpg,34.2153,-79.6468
https://charleston.craigslist.org/cto/d/kia-optimak/6716602274.html,charleston,11000,2015,kia,optima,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00i0i_i8XMv84OfZ9_600x450.jpg,32.9668,-79.8528
https://charleston.craigslist.org/cto/d/2007-toyota-camry-le/6713554725.html,charleston,4900,2007,toyota,"camry le",good,"4 cylinders",gas,209200,clean,automatic,,fwd,full-size,sedan,black,https://images.craigslist.org/00P0P_4aaysJSqv7t_600x450.jpg,33.8655,-79.7418
https://charleston.craigslist.org/cto/d/2006-dodge-caraven/6718239799.html,charleston,3200,2006,dodge,caravan,good,"6 cylinders",gas,130000,clean,automatic,,fwd,mid-size,mini-van,silver,https://images.craigslist.org/01010_evtM0HJ7gvt_600x450.jpg,33.0185,-80.1756
https://monroemi.craigslist.org/cto/d/1972-chevrolet-el-camino-ss/6700532027.html,monroemi,26975,1972,chevy,"el camino ss","like new","8 cylinders",gas,65000,clean,automatic,"Upon Request",rwd,,,white,https://images.craigslist.org/00606_2E0y7pbOySe_600x450.jpg,41.913416,-83.377991
https://monroemi.craigslist.org/cto/d/1968-dodge-low-price/6712546206.html,monroemi,28800,1968,dodge,"",,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00s0s_fjLDm93N2jy_600x450.jpg,42.1055,-83.2795
